id,CITY,SPOT_LAT,SPOT_LON,ADDRESS,SPEED_LIMIT
426,El Bolsón,-41.9430504,-71.5298386,733 Milwaukee Circle,80
427,Gialo,29.040621,21.4991334,162 Lillian Hill,60
428,Union,14.5792342,120.9965883,56 Gulseth Trail,80
429,Zaki Biam,7.5005691,9.6063006,90470 3rd Park,90
430,Dait?ch?,34.7226934,135.5286653,4481 Loftsgordon Center,70
431,San Bautista,-34.4402062,-55.9600098,505 Towne Trail,110
432,Muka?ov,50.6471859,14.2963455,10689 Orin Place,90
433,Nicosia,35.1855659,33.3822764,512 Anderson Lane,90
434,Gununggoong,-7.3194701,108.2069101,22826 Glacier Hill Center,120
435,Washington,38.8993417,-77.0091334,0 Pond Drive,110
436,Goragorskiy,43.5007512,45.081605,32 Mayfield Park,80
437,Feteira Pequena,39.4928944,-8.8783525,8928 Del Sol Road,90
438,Sri Jayewardenepura Kotte,6.9280156,79.8908308,8793 Sauthoff Way,100
439,Oele,-8.781054,115.165807,6751 Stoughton Street,70
440,Sremski Karlovci,45.1810363,19.9442694,23534 Village Green Junction,110
441,Trairi,-3.3072032,-39.3621196,66 Linden Road,90
442,Delta del Tigre,-34.7611766,-56.3628409,83517 Hoffman Court,100
443,Atsipópoulon,35.3527256,24.4345055,00 Charing Cross Crossing,100
444,Aswan,24.088938,32.8998293,5857 Hauk Drive,100
445,Misungwi,-2.8429633,33.0817144,84 Pleasure Avenue,80
446,Biscucuy,9.3595215,-69.9877879,9 Green Lane,100
447,Shuangfeng,27.456658,112.175245,68744 Russell Point,90
448,Oslo,59.9050895,10.7673005,34 Fallview Way,100
449,Ganquan,36.276526,109.351019,63331 Garrison Terrace,60
450,Alagoa Grande,-7.0787824,-35.5876697,17 Springs Circle,90
451,Causip,13.4956,123.289,00247 Mariners Cove Terrace,70
452,Valence,46.6669865,3.590421,8 Pepper Wood Avenue,60
453,Tulung,-8.091221,111.9641728,17134 Ilene Drive,100
454,General Luna,14.5638721,121.0327599,32960 Old Shore Center,110
455,Bryansk,53.3249623,34.374358,50501 Warrior Alley,100
456,Panagyurishte,42.4379175,24.1808285,7225 Saint Paul Park,100
457,Jaguaribe,-6.0189936,-38.7368187,005 Anhalt Point,110
458,Blobo,-8.1129167,112.5987727,18 Kings Place,80
459,Ch?ngju,39.6975916,125.2066831,21 4th Circle,70
460,Erátyra,40.3418956,21.5118754,733 Montana Center,80
461,Yumendong,39.8,97.9,2180 Rusk Alley,120
462,Potou,21.244721,110.455332,51538 Carioca Court,70
463,Mazhonghe,42.717429,124.038125,54 Lighthouse Bay Road,80
464,Ershilipu,36.6366667,109.5533333,66257 Eastwood Trail,120
465,Wang Thonglang,13.7838134,100.6150564,65337 Elmside Parkway,110
466,San José Poaquil,14.8857071,-90.9087455,6 Forest Run Crossing,100
467,Soba,10.9840928,8.060158,14169 Center Circle,120
468,Skaramangás,38.0113874,23.6027231,9 Manitowish Road,80
469,Liucheng,24.651518,109.24473,49 Oakridge Road,90
470,Khlong Toei,13.7192462,100.5583692,32137 Elka Hill,70
471,Lazaro Cardenas,17.9567646,-102.1943485,47 Kensington Alley,60
472,Oslo,59.9522962,10.7668266,0 Dakota Junction,110
473,São Bento do Sul,-26.2301262,-49.3471838,622 Hazelcrest Alley,70
474,Andou,32.990027,101.56916,26 Bellgrove Point,90
475,Laguna Paiva,-43.2596246,-65.3580411,78 Anzinger Road,90
476,Huakoulongtan,24.49705,103.418167,31168 Birchwood Crossing,90
477,Haiyu,31.746017,120.803452,6 Manufacturers Terrace,80
478,Pakxong,15.1766973,106.2345633,8959 Mockingbird Avenue,80
479,Tidaholm,58.1876217,13.949255,86 Transport Terrace,80
480,Paiçandu,-23.4554707,-52.0423373,204 Northwestern Crossing,90
481,Burujul,-6.8754582,108.1308481,41049 Sunbrook Center,60
482,Lordelo,41.3734134,-8.3802825,56 Hudson Place,70
483,Tangjiakou,40.767544,114.886335,3 Caliangt Street,110
484,Daeosin Satu,-10.6245,123.1965,449 Carberry Park,70
485,Jiabeiyan,40.338328,119.73214,149 Riverside Court,100
486,Novomoskovs’k,48.6329614,35.2241571,56806 Kropf Place,60
487,Novomichurinsk,54.0254025,39.811744,40 Oakridge Park,90
488,Bužim,45.0510883,16.0518078,392 Buhler Point,80
489,Shufeng,-33.7677679,150.825109,96886 Bultman Road,90
490,Verdizela,38.5833406,-9.1500588,66 Stone Corner Park,90
491,Ilagan,17.0977975,121.8540162,5579 Darwin Way,80
492,Mitaka-shi,34.4154198,132.4043341,4310 Crowley Place,90
493,Santa Maria,25.5562935,-100.9383192,41322 Fulton Point,120
494,Miras,40.5072039,20.9253299,812 Mockingbird Terrace,70
495,Wanglu Kulon,-7.0219756,111.7301652,27 Independence Court,60
496,Camanducaia,-22.748659,-46.1352278,4 Springview Street,90
497,Auch,43.6297603,0.5815411,53 Mitchell Alley,80
498,General Martín Miguel de Güemes,-34.804675,-58.2532508,60867 Straubel Plaza,120
499,Bor,56.3452088,44.1385479,89637 Kennedy Road,110
500,Babakan,-6.588201,106.804564,2789 Mitchell Way,90
501,Fusagasuga,4.345152,-74.361823,2 Gerald Circle,60
502,Telengsari,-8.1814,113.6917,32 Hanover Circle,60
503,Pouébo,-20.3992407,164.5870829,7662 Birchwood Street,70
504,Nageswari,25.9755686,89.6367458,7 Red Cloud Drive,100
505,Curridabat,9.915551,-84.031286,293 Talmadge Alley,90
506,Majiang,26.491105,107.589359,636 Pankratz Alley,90
507,Pedra Furada,41.4643216,-8.6350154,745 Corben Way,70
508,Västerås,59.5495402,16.5190048,81023 Forster Avenue,120
509,Huangzhou,30.274084,120.15507,54529 Redwing Avenue,70
510,Xiaomenjia,37.617044,120.79935,06 Buhler Terrace,70
511,Huamali,-11.8073201,-75.4264609,4839 Pepper Wood Hill,80
512,Birendranagar,28.5776106,81.6254283,4294 Vidon Court,100
513,Yixin,31.223128,121.454382,0 1st Court,110
514,Las Animas,-39.8084258,-73.2230401,79 Hooker Way,70
515,Artemisa,22.8159074,-82.7589859,2 Dorton Drive,80
516,Halinów,52.2283049,21.355139,51172 David Place,60
517,Oubei,28.040993,120.658812,31 Esker Terrace,120
518,Xinhe,37.520481,115.251124,7136 Manufacturers Way,110
519,Medenine,33.3399221,10.4958678,8 Pennsylvania Center,100
520,Chelyabinsk,55.1529289,61.3951545,170 Helena Trail,70
521,Pingli,32.388854,109.361864,4 Kinsman Terrace,80
522,Sidomulyo,-5.5844754,105.4771084,568 Valley Edge Way,120
523,Póvoa do Valado,40.5761474,-8.5858661,473 Randy Circle,70
524,Zhencheng,21.604364,110.856592,39892 Glacier Hill Avenue,110
525,Guaiúba,-4.1164768,-38.6949149,809 Anderson Park,120
526,Hamberang Sabrang,-6.538,106.4032,08882 Manitowish Court,110
527,Koga,32.9320578,130.5063545,6 Onsgard Junction,90
528,Trondheim,63.4400274,10.4024274,22526 Prairie Rose Street,80
529,Omboué,-1.575187,9.2591571,7574 Walton Drive,80
530,Lokea,-8.3278028,122.9796796,94 Browning Terrace,110
531,Neglasari,-6.147133,106.6232359,4 Washington Pass,70
532,Th? Tr?n M??ng Tè,22.3750231,102.8112253,97441 Calypso Circle,80
533,'s-Hertogenbosch,51.7211356,5.2985109,367 Fairview Way,90
534,Klju?,44.5339817,16.7747156,50 Kensington Drive,70
535,Brazzaville,-4.2633597,15.2428853,66 Meadow Vale Junction,110
536,Laval,48.0762327,-0.7609009,03242 Old Shore Avenue,100
537,Siliana,36.0887208,9.3645335,03 4th Terrace,60
538,Miskolc,48.0793507,20.7653961,9690 Schiller Avenue,80
539,Bollstabruk,59.6740144,16.7259208,1547 Morningstar Hill,90
540,Akim Swedru,5.8925146,-1.0155385,46 Laurel Way,100
541,Maiyema,12.0805088,4.3693604,04223 Esch Lane,80
542,Yoiqag,30.605585,91.862132,34 Florence Way,90
543,Zadní Mostek,50.4987034,15.6996613,53846 Mayer Street,90
544,San Miguel de Cauri,-10.10712,-76.601273,55620 Maple Wood Hill,80
545,Helmsange,49.6633939,6.1317337,8439 North Street,120
546,Darungan Lor,-7.7766561,112.1579249,28 Hanson Place,100
547,Houston,54.39976,-126.67008,7 Rusk Pass,60
548,Pescadería,18.2901598,-71.1389101,93590 Bunting Point,100
549,Sano,36.7319657,138.4136271,80722 Sachtjen Center,70
550,Fucheng,37.868872,116.144417,4608 Grasskamp Hill,70
551,Warugunung,-7.3434492,112.6764786,23640 Mcguire Pass,70
552,Grodzisk Mazowiecki,52.1087493,20.6266832,29 Oak Valley Pass,80
553,San Eugenio,16.394652,120.356297,97 Northfield Hill,70
554,Duobagou,39.974179,116.293727,32801 Vermont Way,60
555,Paccha,-11.8532073,-75.508016,2154 Eggendart Circle,100
556,General Cabrera,-32.817807,-63.877963,3 Dwight Place,60
557,Nanqiao,32.200197,118.41697,409 Independence Crossing,100
558,Santo Domingo,22.5789673,-80.2488596,2720 Clarendon Plaza,80
559,Barra do Piraí,-22.4720256,-43.8273373,1 Amoth Junction,120
560,San Rafael,19.4392516,-99.1636051,91471 Towne Terrace,100
561,Al ‘Ashshah,16.25652,43.85476,48267 Bobwhite Lane,90
562,Chian Yai,8.1380673,100.1255164,68684 Havey Place,100
563,Xihe,34.014215,105.298756,2 Gina Park,90
564,Norrköping,58.5785836,16.1948921,7991 Meadow Valley Center,80
565,Wierzchowo,53.46,16.101111,036 Meadow Valley Way,90
566,Banatska Topola,45.7211508,20.4710429,467 Melody Lane,100
567,Xiong’erzhai,40.284979,117.134151,7000 Sunfield Hill,60
568,Kainan,34.2398892,135.2395881,88 Dottie Way,80
569,Skoroszyce,50.5982316,17.3802606,09 Cardinal Junction,70
570,Verkhozim,52.7112627,45.4271291,1543 Elka Parkway,100
571,Souto da Costa,40.9121933,-8.4162288,9 Amoth Street,80
572,Qijiang,29.028066,106.651361,960 Claremont Avenue,80
573,Labuan,5.2805802,115.2384663,79065 Schiller Terrace,80
574,Paris La Défense,48.892701,2.233089,9 Johnson Road,80
575,Madaoua,14.0790439,5.956825,2784 Cordelia Way,100
576,Phitsanulok,16.8211238,100.2658516,6 Utah Point,70
577,Turi,1.1963019,104.1019324,40 Bultman Drive,110
578,Subaykh?n,34.859175,40.6016766,667 Oriole Junction,110
579,Krajan Srigonco,-8.3418,112.5618,9688 Victoria Drive,60
580,Capim Grosso,-11.3801768,-40.0068953,9282 Prentice Circle,100
581,Denver,39.7170046,-104.9408931,1 Lindbergh Junction,70
582,Besukrejo,-7.6077557,112.243026,9965 Leroy Center,90
583,Cangyou,47.372696,132.145184,36 Upham Trail,80
584,Xinyang,32.147679,114.091192,3 Corben Way,100
585,Igbaras,10.7224254,122.2618013,9 Di Loreto Hill,120
586,Lesnoy,46.0675028,44.4160763,8198 Oxford Road,80
587,Las Americas,21.1078535,-101.694732,2052 Leroy Parkway,110
588,Cibunar,-6.3413734,106.5495683,2979 Montana Junction,110
589,Greensboro,36.1857974,-79.8184684,870 Lotheville Center,120
590,Kosikha,53.3625182,84.5792254,6705 Saint Paul Parkway,100
591,Karinë,-23.4794456,-46.382126,9 Melby Place,100
592,Göteborg,57.7311038,12.0586612,520 Utah Hill,100
593,Narva,59.3796798,28.1791333,416 Lyons Trail,120
594,Lubei,39.624437,118.200692,07061 Becker Plaza,70
595,Joroinen,62.2969314,27.1753576,6695 Starling Center,110
596,Paruro,-13.7615069,-71.84898,19733 Fremont Terrace,80
597,Zoushi,29.051304,111.546653,4 Shelley Trail,90
598,Stonewall,50.13441,-97.32676,4558 Lakewood Gardens Street,100
599,Diego de Almagro,-26.3902488,-70.0475302,77849 Victoria Avenue,110
600,Sundbyberg,59.3618675,17.9791475,099 Rutledge Circle,90
601,Pakisaji,-8.074933,112.6079459,065 Kennedy Street,120
602,Sumbersarikrajan,-8.0650276,113.8011498,15405 Ridgeview Drive,100
603,Kashin,57.3529283,37.5917237,8 Annamark Court,70
604,Nanggela,-6.8068824,108.5552215,33 Sheridan Alley,100
605,Itambacuri,-18.1880676,-41.8799408,62 2nd Street,110
606,Nanortalik,60.1391526,-45.2419658,2 Autumn Leaf Hill,110
607,Brzeszcze,49.966515,19.177858,4 Arrowood Terrace,70
608,Mingyu,30.715704,104.02753,2438 Manufacturers Crossing,80
609,Tabalong,9.623809,123.821694,0 Delladonna Point,90
610,Ganquan,36.276526,109.351019,971 Towne Way,90
611,Cielmice,50.0138436,18.9779408,3 Clyde Gallagher Terrace,80
612,Arroyo Seco,-37.3130297,-59.0746886,9 Ryan Lane,80
613,Khyzy,40.9109489,49.0729264,847 Hudson Junction,70
614,Arroio Grande,-32.2331548,-53.0866941,08036 Knutson Trail,100
615,Cogreg Wetan,-6.4610391,106.6989632,7527 Dunning Parkway,100
616,Chenglin,39.1340249,117.2946041,81185 Beilfuss Hill,60
617,Mrze?yno,54.1415093,15.3283906,7879 Evergreen Junction,70
618,Pilar,14.5925105,121.0404991,092 International Way,110
619,Albacete,38.5928606,-2.5498208,13 Myrtle Street,100
620,Manay,13.559532,123.2715608,892 Paget Street,90
621,Zaokskiy,54.7208946,37.5455632,719 Buena Vista Park,110
622,Dambulla,7.8853608,80.6523081,4368 Carioca Lane,90
623,Tsákoi,40.9556823,22.0383248,370 Carberry Parkway,90
624,Fundación,10.5289556,-73.7242486,4456 Lukken Plaza,70
625,Kidangbang,-8.0976125,112.700315,372 Corscot Place,120
626,Apa?e,46.6975886,15.90981,08033 Lindbergh Parkway,60
627,Sandakan,5.84561,118.0570561,1997 Oak Junction,70
628,Drásov,49.3457516,16.4764384,91 Columbus Junction,100
629,Vnorovy,48.9309635,17.3505089,79669 Carey Alley,120
630,Krajan Menggare,-8.0138,111.4166,208 Sunbrook Park,100
631,Kampunglistrik,1.135959,104.020289,0765 Bluejay Court,70
632,Ipoh,4.5087894,101.0372376,465 Ruskin Way,80
633,Micha?owo,53.0329376,23.6062185,041 Namekagon Pass,80
634,Padre Burgos,10.049147,125.0259763,596 Vernon Terrace,70
635,Higashine,38.4112661,140.3538627,100 Hooker Park,70
636,Rato,-8.655524,119.0052561,7259 Sauthoff Terrace,90
637,Santa Cruz,13.0748879,120.7213113,73830 Hazelcrest Avenue,120
638,Zavolzh’ye,56.6203091,43.4086631,08266 Dapin Hill,100
639,Babasakhib,31.966667,65.983333,8 Melrose Court,110
640,Bichena,10.4477737,38.2031762,7118 Pleasure Crossing,100
641,Gò D?u,11.1402783,106.2757514,414 Village Junction,60
642,Panoongan,-7.3251485,108.3607464,3 Farragut Way,60
643,Fuenlabrada,40.2748289,-3.7968574,123 Donald Street,70
644,Debre Werk’,10.656869,38.1662152,390 Southridge Court,70
645,Crnilište,41.53083,21.41556,39490 Eastwood Crossing,110
646,Bantarpanjang,-6.3034502,106.4563567,4 Melody Place,110
647,Maiwang,28.854554,120.740782,4606 Lotheville Terrace,90
648,Villa de Soto,-31.7387876,-65.004236,49 Paget Parkway,70
649,Donnycarney,53.374266,-6.218069,6925 Fairfield Park,100
650,Sacramento,-19.8502345,-47.3706554,0 Manufacturers Place,110
651,Welchman Hall,13.1916462,-59.5800813,1316 Tennessee Pass,110
652,Queenstown,-31.9721616,27.0382158,2928 Banding Lane,90
653,Naikolan,-10.1904527,123.6007574,351 Main Street,80
654,Ermelo,41.3592129,-7.8886758,3575 Garrison Circle,100
655,Liuzhou,24.326292,109.428608,18 Gale Court,120
656,Shagang,31.9703701,120.6442839,1185 Commercial Road,80
657,Hulu,39.9206322,116.4189381,5964 Northport Terrace,60
658,Chengshan,37.363389,122.552273,93 Hollow Ridge Plaza,90
659,Louiseville,46.252804,-72.9507829,532 Namekagon Terrace,120
660,Bytkiv,48.6299901,24.472416,01 Grover Park,90
661,Trat,11.9876781,102.3960722,0 Marcy Crossing,100
662,Taiping,53.3004898,-6.2634596,6948 Steensland Circle,120
663,Nakasongola,1.3118981,32.463708,6791 Saint Paul Street,80
664,Rouen,47.8225694,0.3908219,2477 Dwight Terrace,70
665,Tsukuba,36.1029484,139.4593556,776 Ramsey Circle,80
666,Hamanoichi,33.2464649,131.5825056,52103 Loomis Place,110
667,Wat Sing,15.2081378,99.9688636,81084 Northridge Avenue,110
668,Huxingshan,27.542493,110.702501,719 Del Mar Terrace,90
669,Yazman,29.3738721,71.6934843,01 Swallow Terrace,60
670,Niort,46.3194856,-0.4546217,753 Sundown Alley,110
671,N??iyat H?r?n,36.27815,44.49332,4 Jenna Way,80
672,Huangwei,30.6357285,116.5715868,65215 Kenwood Plaza,80
673,Linköping,58.4181236,15.6198852,24 Hermina Parkway,110
674,Buenos Aires,-8.1448805,-79.0517936,63 Cottonwood Point,90
675,Kvasiny,50.2154468,16.2722098,1 Hollow Ridge Lane,100
676,Lugovoy,42.9438711,72.7617572,037 Dennis Trail,80
677,Nankeng,32.060255,118.796877,0 Maple Center,100
678,Shiling,23.460728,113.151596,4582 Maple Hill,70
679,Simpanganduwet,-8.0321,112.7975,2 Larry Circle,120
680,Guanghou,23.12911,113.264385,0788 Bellgrove Crossing,70
681,Sabandia,-16.4544375,-71.4655565,8620 Surrey Terrace,120
682,San Pa Tong,18.6243144,98.8938543,98147 Dwight Drive,100
683,Vällingby,59.3729008,17.8567134,065 Spohn Avenue,70
684,Kota Kinabalu,5.9840985,116.0761121,8157 Roxbury Trail,80
685,Presidente Prudente,-22.121114,-51.3930254,22 Pearson Lane,80
686,Lamont,53.76686,-112.80195,8 Waxwing Avenue,100
687,Obršani,41.28168,21.3615,57 Talisman Drive,90
688,Ust’-Kachka,58.00284,55.6720592,339 Nevada Trail,80
689,Bulgan,48.8231572,103.5218199,7221 Loomis Way,120
690,Gurupi,-11.7283752,-49.0686083,5623 Melvin Court,90
691,Glogovac,42.6210627,20.8905019,7 Bayside Street,80
692,Wadi Kidul,-6.2736138,106.6717451,11 Hauk Plaza,70
693,Sergokala,42.4476716,47.6625008,4408 Pennsylvania Lane,100
694,Minneapolis,44.9951298,-93.4352207,581 Doe Crossing Road,90
695,Oslo,59.9251831,10.8203114,00131 Northland Drive,80
696,?ernošín,49.8161454,12.8838251,7 Carey Street,80
697,Amsterdam Binnenstad en Oostelijk Havengebied,52.3770271,4.9192294,9099 Bluejay Junction,110
698,Zemun,44.8532094,20.3555646,354 Oxford Hill,110
699,Granja,-3.2575968,-41.0394028,5 Eggendart Circle,80
700,La Jicaral,12.7277133,-86.3820191,27635 Corscot Place,60
701,Weifen,36.706962,119.161748,424 Michigan Point,80
702,Portorož,45.4698284,13.6405292,08002 Eagle Crest Pass,110
703,Wucun,30.592849,114.305539,91 Eastwood Park,80
704,Aurora,39.6599999,-104.84,40616 Chive Terrace,100
705,Shankeng,35.8939566,117.9249002,92 Myrtle Pass,110
706,Chaumont,48.1096576,5.1345996,20834 Westend Crossing,80
707,Hucheng,36.1899557,117.1168644,8 Dennis Place,110
708,Mauá,-23.668163,-46.4617086,8 Corben Point,90
709,Kristianstad,56.0396207,14.1636617,93235 Westridge Way,70
710,Gubu,27.874615,98.993616,22256 Fairview Way,80
711,Jaguaribe,-6.0189936,-38.7368187,81947 1st Hill,90
712,Aparecida,-22.8456877,-45.2302005,1 Charing Cross Avenue,110
713,Qiulu,42.3683369,125.4352358,2 Thackeray Junction,120
714,Prince Edward,46.6202927,-64.386599,4 Thierer Plaza,100
715,Lumatil,5.8734472,124.8979544,6062 Eggendart Junction,110
716,Qinling Jieban,34.1777698,108.8682333,00023 Blue Bill Park Junction,100
717,Hupalivka,49.1077868,34.7299619,53321 Melrose Trail,80
718,Pora,-8.8313638,121.8363339,686 Canary Crossing,100
719,Pacapausa,-14.96617,-73.3855899,899 Forest Run Parkway,120
720,Q?r Mo?v,31.18248,35.69999,71 Londonderry Trail,120
721,Konza,-1.7775816,37.1097748,92591 Hollow Ridge Lane,110
722,Haoraoshan,27.915008,112.52667,8 Debs Alley,110
723,Aizi,24.622426,113.996757,0 Crownhardt Junction,120
724,Horton,51.5598572,-2.3523889,6 Lakeland Plaza,80
725,Wolowona,-8.7554735,122.02976,24 Rieder Circle,110
726,Marmashen,40.8428562,43.7557983,3 Mayer Plaza,90
727,Zabukovica,46.2144039,15.1585599,636 Monterey Pass,100
728,Glubokiy,55.7557791,37.5709037,483 David Junction,120
729,Lututów,51.3541936,18.4554178,66894 Starling Way,110
730,Albardón,-38.9395203,-68.1324297,85 Melvin Trail,70
731,Sakado,36.6714007,136.7941217,95 Carey Pass,70
732,Qinghaihu,36.7599029,100.3497895,182 Golden Leaf Court,90
733,Iberia,-11.4077673,-69.4887886,02792 Summerview Plaza,90
734,Lgota Wielka,51.1488512,19.327898,646 Lighthouse Bay Point,110
735,Malanów,51.9560413,18.3741855,05 Killdeer Drive,100
736,Maribong,11.055153,122.476035,382 Debra Drive,110
737,Býš?,50.1283894,15.9182326,2443 5th Terrace,90
738,Ribeirópolis,-10.5086496,-37.4467952,783 Mcguire Way,100
739,Sernovodsk,53.9256842,51.2577545,19 Doe Crossing Avenue,110
740,Mosjøen,65.836924,13.1934011,338 Dennis Point,80
741,Bur?m,14.3631814,48.9820259,55103 Scoville Pass,100
742,Simitli,41.8408189,23.0786372,2 Warbler Alley,80
743,Kuçovë,40.8103206,19.9199137,608 Oak Valley Court,70
744,Panguruan,2.6378061,98.7150831,2 Eagan Place,80
745,Bromölla,56.0817105,14.4878816,90 Leroy Street,90
746,Brzozów,49.69427,22.0193601,57641 Bunting Court,70
747,Shuiting,26.5807374,106.7152864,09 Corscot Park,100
748,Rikitea,-23.119901,-134.9702654,32 Elmside Point,100
749,Novyy Svit,44.829819,34.915084,479 Springview Center,100
750,Tuohua,31.3400146,118.9478423,34853 Eastlawn Court,100
751,Brumado,-14.1968614,-41.6809724,658 Homewood Center,120
752,Nikolina Gora,55.73325,37.0410363,82 Rusk Avenue,80
753,??qchah Kh?nah,36.61922,69.62805,05 Blackbird Terrace,120
754,Honj?,36.2407094,139.1910402,86 Northfield Center,100
755,Lérida,4.860823,-74.912667,53 Tomscot Place,90
756,Poshekhon’ye,58.5007075,39.1422317,99703 Spaight Drive,60
757,Aqs?,45.6103043,79.467517,8870 Aberg Center,80
758,Confey,53.3806398,-6.5028415,8187 Reindahl Street,90
759,Xunjian,42.5246357,87.5395855,147 Loomis Drive,100
760,Paso de Carrasco,-34.858821,-56.0500846,2884 Westerfield Trail,110
761,Nanlu,36.068172,120.395912,75473 Pearson Drive,100
762,San Francisco,8.9924711,-79.5069436,298 Nevada Place,70
763,Mata,41.2914665,-8.270224,69041 Anzinger Avenue,100
764,Santo Tomas,7.5273576,125.6239227,3 Lukken Drive,80
765,Kulykiv,49.980217,24.0778329,4593 Carioca Road,110
766,Liulihe,39.600532,116.032938,67 Corben Avenue,120
767,Gorbatov,56.1276639,43.0729987,16685 Scott Trail,120
768,Th? Tr?n Yên Châu,21.0471807,104.2991973,00 Green Junction,100
769,Donggaocun,40.104785,117.116756,13611 Carpenter Avenue,100
770,Longsheng,25.797931,110.011238,025 Donald Place,90
771,Facatativá,4.809984,-74.354009,41 Scott Street,80
772,Puncakwangi,-7.2953035,107.0716609,60221 Esker Hill,100
773,Xinji,37.943121,115.217658,01 Glacier Hill Road,90
774,Midland,32.0688848,-102.0946818,22 Vermont Crossing,90
775,Danxi,28.229271,120.997332,627 Steensland Road,120
776,San Manuel,16.065782,120.666775,40908 Corben Street,110
777,Crateús,-5.178204,-40.6695522,352 Mallard Junction,80
778,General Vedia,-34.5446946,-58.486757,91 Bunker Hill Way,60
779,Al Jar?d?yah,16.5836127,42.9149297,62 Hazelcrest Parkway,120
780,Szczawno-Zdrój,50.810462,16.2478969,7 Vermont Trail,80
781,Pereira,41.3349436,-6.9646803,5 Butternut Terrace,90
782,Benzilan,28.240101,99.303084,834 Sunfield Way,110
783,Medellín,6.3833462,-75.5858886,2 Esch Place,100
784,Palu,-0.9002915,119.8779987,7936 Lukken Lane,100
785,Xinwu,23.841237,110.47479,47 Almo Plaza,70
786,Luzhou,28.871569,105.44174,5 Katie Lane,110
787,Akkol’,51.9956496,70.9359277,76120 Tony Court,70
788,Kiloloran,14.63571,121.60617,1 Center Drive,110
789,La Mula,8.5743021,-70.3762423,20774 Colorado Point,70
790,Xiaoxi,24.363492,117.309946,95612 Dunning Lane,110
791,Túquerres,1.2255938,-77.6611917,3 Grim Lane,70
792,Wilmington,39.75,-75.55,48863 Service Trail,90
793,Uluarang,-6.1473,106.0452,34350 Tony Park,100
794,Jembatandua,-6.1425043,106.7985107,4 Blackbird Crossing,110
795,Tierra Blanca,18.4458276,-96.3598367,137 Arkansas Street,80
796,Taibai,34.058401,107.319116,471 Everett Lane,90
797,Tenancingo,13.8354819,-88.9856574,6033 Hallows Drive,120
798,El Regalo,8.433959,-69.177223,778 Grasskamp Park,80
799,Siem Reap,13.3670968,103.8448134,85127 Anniversary Center,110
800,Guider,9.9256779,13.9434035,59979 Blaine Pass,120
801,Pandangan Kulon,-6.664163,111.5811123,91 Warrior Lane,90
802,Langenburg,50.84999,-101.71763,5 Fallview Center,80
803,Arani,-17.5706623,-65.7698663,225 Warrior Point,90
804,Psyzh,44.2220765,42.0384264,53 New Castle Terrace,110
805,Magomeni,-6.8107874,39.2596277,59138 Manley Way,90
806,Karangpawitan,-7.2131965,107.9487338,1392 Sauthoff Lane,70
807,Real,41.5688939,-8.6474423,77897 Thompson Park,70
808,Sylvan Lake,52.3076201,-114.0979947,5658 Bartelt Alley,120
809,Nanping,26.641774,118.17771,326 Blue Bill Park Terrace,110
810,Jonkowo,53.8298337,20.275033,4 Dawn Point,70
811,Tauranga,-37.6981612,176.1595188,733 Evergreen Court,90
812,Messina,38.2305534,15.5532993,94 Fremont Way,70
813,Qifang,23.5359158,116.3544565,354 Barby Way,60
814,Kaniów,50.9872632,20.6630795,26492 Blackbird Circle,90
815,Bambas,-14.0893344,-72.3355683,74376 Elka Court,70
816,Lokot’,51.6698819,34.21546,876 Hudson Street,90
817,Storuman,65.1047244,17.1227163,55915 Moose Plaza,100
818,Cape Coast,5.13151,-1.2794744,06 Hoffman Hill,110
819,Vokhaïkó,37.9478539,22.7911211,5073 Steensland Road,60
820,Hanshou,28.906106,111.970514,1 Burning Wood Center,100
821,Cimanggu,-6.956164,106.7714,196 Dennis Plaza,70
822,Ilesa,7.6395498,4.7588042,81 Huxley Point,90
823,Del Valle,25.6564843,-100.3694401,892 Katie Terrace,90
824,Fendou,40.1598524,116.8212507,01729 Bowman Place,90
825,Taipingguan,23.1261788,113.2689358,592 Green Court,90
826,Araguaiana,-15.1497334,-51.852273,76594 Oxford Terrace,90
827,Singaraja,-8.1149145,115.0916254,422 Corry Hill,90
828,Limbi,-12.2446158,44.5057388,007 Park Meadow Circle,120
829,Pampamarca,-14.1462865,-71.4603621,19498 Mendota Pass,70
830,Giawang,9.7922,124.509,881 Prairieview Plaza,60
831,Siyang,33.722478,118.703424,25 Mallard Center,100
832,Beau Vallon,-4.6210967,55.4277802,0410 Summer Ridge Terrace,110
833,Dakoro,14.5089177,6.7654595,0930 Oriole Court,80
834,Polloc,7.3530394,124.2236352,4441 La Follette Point,110
835,Palama,-8.4669233,118.5389414,598 Main Crossing,110
836,Denton,33.1837961,-97.1305536,802 Lighthouse Bay Center,100
837,Kasturi,-7.0148687,108.3534306,52 Pine View Circle,60
838,Kaleybar,38.864241,47.040538,5935 Shopko Pass,60
839,Taokeng,26.665699,113.75726,89 Northport Trail,80
840,Wolfsberg,46.7803082,14.9136917,927 Stuart Lane,110
841,Nowshahr,36.649364,51.4887307,01059 Kropf Pass,100
842,Strathmore,51.0376583,-113.3992725,689 Saint Paul Plaza,100
843,Duping,23.646106,111.69805,2430 Melody Crossing,110
844,San Ramon,14.8682154,120.4607543,0 Haas Way,70
845,"Hospitalet De Llobregat, L'",41.3730301,2.116796,3246 Schlimgen Way,80
846,Novais,40.765292,-8.0704076,7 Stang Terrace,100
